,y,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39
y,0.0,0.9666647197378736,0.9316580296490394,0.45216897971429504,0.9995316483505248,0.4684062012258855,0.49009902109966397,0.4551912944156862,0.9720759972469112,0.43359982153783394,0.4566314475433131,0.29652738256982325,0.3908412749294693,0.9441337497497597,0.9326907010566006,0.4162018856106183,0.625571733004296,0.5969207444242718,0.5816074943500202,0.9007851845547079,0.3867810364085703,0.3190995319633073,0.5494771689863097,0.9458304319969522,0.4612411523237987,0.9289852907422611,0.9486130973784381,0.5029327237633092,0.9461883096042991,0.9817108325176876,0.5842985227331909,0.49362193254373443,0.39285124355106504,0.5077180061679075,0.4336447565550906,0.5410302374342971,0.4068141694660645,0.6059693420951637,0.47794550883720865,0.25001811967883414
x_1,0.9666647197378736,0.0,0.8151051379014618,0.9763979394074226,0.9684837818060913,0.9227714946010686,0.9785014228981433,0.9766913682549746,0.882017395606646,0.9367344344255881,0.990162588775445,0.9924322402755216,0.9936210847203117,0.9387453460895481,0.8750339200209442,0.9569554937324298,0.9384078256115584,0.8981080068612801,0.9563203042428562,0.9666771092355845,0.8563243387032443,0.8780979868615191,0.9495965658209574,0.988393119644543,0.8770128406405838,0.8990056075966157,0.9153186614764056,0.8516987422164333,0.9493972920626167,0.9822634458730565,0.9397914285927841,0.948676858744829,0.9508348757615444,0.9944996393313555,0.9837728600731958,0.978429274976547,0.9138578052907127,0.9301111753606136,0.977022261247892,0.9292392104821219
x_2,0.9316580296490394,0.8151051379014618,0.0,0.9283291402531147,0.8836663607941794,0.9110269602091708,0.9899604075712908,0.9335697604088893,0.9032494490712212,0.8775360148379698,0.8454257449834489,0.8239546865766979,0.8647507522567928,0.9333853668461003,0.9086536747794572,0.9748545523815587,0.9133569154361377,0.9923637140596803,0.9247439088777046,0.863858944851928,0.9017231243509343,0.9971675797877037,0.8693048536871545,0.9378002367906257,0.9619798930842292,0.9868317867234891,0.9137278905854734,0.9854954761986661,0.9944786789539639,0.9036535049046253,0.9089788088246661,0.9250649740014676,0.9948535114450537,0.9312297952865377,0.9552362010384104,0.9219844288979921,0.9389984527354215,0.9820087067735087,0.9808705464029871,0.9861602951090371
x_3,0.45216897971429504,0.9763979394074226,0.9283291402531147,0.0,0.858730455147373,0.8047654668729229,0.600860490182058,0.7579954749855362,0.9058580338485028,0.21855309978694593,0.8065547210571696,0.7399543576426978,0.7511331943907464,0.8931880824783023,0.940938578955193,0.7265432583644532,0.6468603049408672,0.8685176763332335,0.9351905395013111,0.7191711579111014,0.6687333804188985,0.5735294816636372,0.6532838992521359,0.9059231746536216,0.5823786347463543,0.8670101266097483,0.9143116372742378,0.612756607621861,0.9711547754649204,0.990742744797869,0.719796312378385,0.6383845767382662,0.73627195127668,0.8341395714825758,0.64741150991749,0.6150127063586304,0.7421672163125792,0.7423707480156128,0.7875853238804292,0.5891381287834743
x_4,0.9995316483505248,0.9684837818060913,0.8836663607941794,0.858730455147373,0.0,0.8910433222485167,0.96545119573758,0.9987917441559346,0.9706445260756451,0.8657674948454803,0.9575427449876618,0.9569702542150129,0.9776661528462425,0.9815618472414015,0.880174112553473,0.9631357512066918,0.9663065177409151,0.9369936941684199,0.9964779298113191,0.8325876766732223,0.965820935726128,0.8553622727747072,0.8108895813716567,0.978615918284744,0.9293537459092138,0.9741985656811061,0.8476999118426204,0.9297707715299844,0.9530444998953431,0.9407086545986276,0.8962700262857476,0.9208182400405354,0.965704535158437,0.9372303777697513,0.9235546419895055,0.9671271025587383,0.9433814827449324,0.9284489135517205,0.8666639437176645,0.9122262148495844
x_5,0.4684062012258855,0.9227714946010686,0.9110269602091708,0.8047654668729229,0.8910433222485167,0.0,0.6168239339828399,0.556513836436265,0.9499978019806455,0.9611595114162191,0.7233340904473557,0.5819926246926552,0.5807550428574939,0.898786599142904,0.8060932664353934,0.6852314526583215,0.7171809821707743,0.6544689687525007,0.7309646850509313,0.9724704986718038,0.5504301946231245,0.5826039715684759,0.7807425583912325,0.9277521005254491,0.5346866356684761,0.9486736284064342,0.9566977219660557,0.6392677467192678,0.9488443098137119,0.905219302768277,0.5953045221863174,0.4857542955399414,0.5437753768809848,0.7630556733654735,0.63864469007388,0.6379324957573869,0.6006652053789734,0.7053599625933824,0.6010844371199453,0.4424260564133835
x_6,0.49009902109966397,0.9785014228981433,0.9899604075712908,0.600860490182058,0.96545119573758,0.6168239339828399,0.0,0.6587172505877612,0.977606318100454,0.3715112688963118,0.8208898460673935,0.7346988713168835,0.7121211697446015,0.8056431920423668,0.9545628620397393,0.7278891941765936,0.6713083238974655,0.8334609611801889,0.9008475125379035,0.7737683726683318,0.6504941609521988,0.5929292358607687,0.6978528574799415,0.9421789857468487,0.4702062318516095,0.9959284029486083,0.9184305536290092,0.554831859315712,0.9246551392265597,0.9045616974445365,0.6004627669299273,0.5320614695459228,0.6922797901077339,0.8771779377225698,0.6759542292432782,0.5961880687208312,0.6895392001667207,0.8443768346319278,0.6107267212178404,0.5202603554259086
x_7,0.4551912944156862,0.9766913682549746,0.9335697604088893,0.7579954749855362,0.9987917441559346,0.556513836436265,0.6587172505877612,0.0,0.9729908057372536,0.42528458559208615,0.6488516148771171,0.5491369048833957,0.6387070267073918,0.9994582784939714,0.7977430148056307,0.6869829575314956,0.719071141333792,0.7850228640947207,0.8115506723303925,0.9548210612386523,0.7076696604940219,0.726960927040813,0.8439886299140062,0.9714433535382858,0.6779281338915213,0.9797419425294341,0.8822050987485791,0.691916241409593,0.9029393101686083,0.8774151357948798,0.7690007428314796,0.6209815298833834,0.6950241459778335,0.8395597413120572,0.6852798430084812,0.7688750031918401,0.7516885697303068,0.7818561160148577,0.7335124300056868,0.6357623323037028
x_8,0.9720759972469112,0.882017395606646,0.9032494490712212,0.9058580338485028,0.9706445260756451,0.9499978019806455,0.977606318100454,0.9729908057372536,0.0,0.9345532266061696,0.9921621703186473,0.9256303692801798,0.9609842287397728,0.9516078427367157,0.9452084637330757,0.9914366773648138,0.9592040398951737,0.9387538606532138,0.9987002651994353,0.9942736949291666,0.977961662212552,0.9212128523245049,0.8562540639626982,0.9451780805856886,0.9547896256745458,0.8794471799558319,0.8479985944444338,0.9461142367805186,0.910106183245539,0.9301035365995884,0.9876381849130991,0.9781751857941072,0.9315013957816226,0.971753457171011,0.9799273708422913,0.842230258005475,0.9885906137192281,0.8607892054298221,0.9720268448925804,0.8748364601696512
x_9,0.43359982153783394,0.9367344344255881,0.8775360148379698,0.21855309978694593,0.8657674948454803,0.9611595114162191,0.3715112688963118,0.42528458559208615,0.9345532266061696,0.0,0.7514676841201925,0.6910319438396799,0.7317856218072294,0.9032127997602966,0.942046424121413,0.724358647976642,0.6386625767930458,0.9187425098672009,0.9657510078542697,0.7263906979046613,0.7241938536976857,0.6463214372380419,0.7057660824383998,0.9161753140121367,0.5735759080876752,0.9660438600948567,0.83938490840719,0.5953423111344385,0.9016727324908574,0.9834830670548809,0.7197829335831567,0.6473542177463185,0.7709534674725935,0.8569619113039613,0.6386478512511431,0.6783757426718777,0.7805943798639129,0.8094155860953122,0.7371547181845592,0.6275774710538025
