y,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39
38.770679164371685,2.1427960747956467,3.96102200580902,3.26800279621054,2.177516860890956,4.907956102054478,3.969038242522278,2.19014052590755,3.191899078740583,2.3489939542378675,2.086923422274335,2.524472272628012,2.7547904074694083,2.5369886900334557,2.572130807850366,1.9109874775554592,3.411117169156717,3.067617915731661,1.5813632654160497,3.7820258144326746,5.1375091610927885,5.674577638183706,3.689355357322444,2.630204286358478,2.3548237435442374,2.9329436203589423,3.136635097707541,3.4208197934032527,3.534893734640318,2.951268455722113,2.9954718908478526,3.5098022221378464,3.242574142380101,1.1869035211519785,1.1797499909807878,4.286691054276125,3.320454700998529,3.8704845073988983,2.8938647267965294,5.611706118609406
38.80094305293929,2.561305145108003,3.784566254513112,2.8802747381213147,3.817559742508771,3.4937768096716053,2.9862659156743323,2.1798145435667053,1.826382148421451,2.3773034415084213,2.659750124495801,3.178601804130347,2.8886849457363346,2.088842356651611,1.3881818320098267,1.904164550367436,2.859514720373692,3.802412781008,2.17549870076617,2.6573000116030485,3.668343636224705,4.178103869995884,3.103043034891765,3.56718870842053,2.5801642213834914,3.301368908698425,2.899633088168104,3.142152191978003,4.188112075933772,5.311725655423144,3.698795080765624,3.55174827347524,2.930281690781311,1.3207241028605805,2.1333681383402974,3.667911102897392,3.3791934629569806,2.516425531952751,4.082374466592604,5.576704815121943
38.82519093979355,2.16495189954179,4.7242393276775445,1.8892428706027515,3.604005340726642,3.880444526352248,3.883185942631013,2.7124758555336403,3.2979586805995256,2.0076055405892745,3.18048409148526,3.420742835281661,3.2782365201021664,2.7572090198428065,3.133703220729823,4.128403751337942,3.087903851230817,3.998887520184352,3.2365381065433123,2.3392016325689178,3.0682734727641128,3.485329143185343,2.685272031670479,2.630585869178114,2.2171741346548086,2.391724755492346,3.366085957903377,3.627930938027493,3.6399352130916496,3.926775078859277,2.809570087577347,3.9331050716459095,2.499209558067222,1.2221841687561823,2.5078521404255207,3.699949099033379,2.924781679575029,2.814053704508816,2.899222696757632,4.919874743941216
38.82674682431713,3.623574997706398,3.507822398376541,2.887005992011772,2.4113718962820685,3.619639731926458,3.764594211492333,2.7580077631073707,4.064384119581841,2.8087079114423994,2.8813526731014494,3.726064912552945,4.054641437565293,3.0921711740044504,1.8859573959175848,2.8692393114864467,2.315471294656659,2.6231658982482657,2.2732631015732867,4.163579275138469,3.5315409575409547,4.400339956231329,3.637096837977127,2.8161183784053048,2.350159345656627,2.767117694209735,2.4569514930369944,3.706915909681933,2.898454291787412,2.3433364466890154,2.619640607920313,3.3430367339294,2.860309423564857,1.2402973122520682,1.3695047951009989,2.618223436994378,2.6824965284793234,2.939795883340381,2.8030035351659093,4.378944942035769
38.86349452187231,2.9778936104883598,4.503170088436523,2.752187043849864,3.1870557340844616,4.356005471079566,4.436476162011117,3.2762849170274486,2.345893384247864,2.8685986967240926,2.6365710192171368,2.893323870201977,3.06295946594674,3.2170668802920632,3.735564485680978,2.82632286027762,2.9968310944511733,3.396567815597126,2.0947817103870165,3.395501423920795,2.9195818995238807,4.29111039136401,3.7722249271895865,1.5779867630493147,3.4420207764501365,2.703110924885821,0.9478283670728782,4.365891650148149,2.181402204506934,3.451779398512959,3.890260429287635,3.28210264764768,2.854031212072436,2.015192684259897,3.1785787391638896,3.0658778785923984,2.6768557550326646,3.521129939198925,3.927241025751908,5.497942941184078
38.92035358798971,2.147774984925446,2.623055766791932,3.7775467158584206,2.966039138564858,4.934445225213217,3.724994275976728,1.6454875122645296,4.328647367640866,2.2055829141801926,3.818823663929736,3.941847035488195,3.4570496956366368,2.2668398516522865,1.7357984708609848,2.586962604473377,3.16652400148933,3.5135784604416926,2.363632995312717,2.727323558023368,3.510264100741632,4.539610251317706,3.56572878546665,3.793597157346316,3.467988291872215,2.5522390349589714,3.7185923078972487,4.809005124579812,2.52104719734895,4.400597143433321,3.4253809933491097,4.450278174184731,3.168760974364811,1.4560604746643215,2.868820940477946,3.820557522531381,3.0145766725119354,2.5337986732005984,3.636249924539398,4.991740124348792
38.93946336894093,3.5166161050472406,4.149411185469734,3.446494361086037,3.2420201976184724,4.243644960032995,3.0527726503843824,1.6016566593777108,2.952419120775553,1.9990360636008144,2.939242242702591,3.808814224316373,4.248874921941955,2.03863915774346,1.6321857035390814,2.132940218142252,3.207663505876312,2.532309413861971,1.5856455790148134,3.844128556393682,3.872365783159518,4.874422706101733,3.997133529266671,4.055718460591678,2.661364859277973,2.101562645716057,2.686246498040764,3.691304733831433,2.3182888103640558,2.419046944502641,3.219442341897472,3.8146321762620503,3.3923755850549284,1.550799029390047,1.7638482383112302,3.389040746960472,3.152507979185496,3.47916258416872,2.8031963914341147,5.115082065729345
39.00710761039888,2.4122368257274025,3.056141380973262,2.4473785471798526,3.561067650554604,2.829454018932461,3.9399811127652495,2.8628792926563578,2.470325440635487,3.073592292378313,2.717625868955723,2.733228034427623,2.4766065730230644,1.6935821730351406,1.5239163595832437,3.1776414345686392,2.5135783054935725,2.6211913559254336,2.2937388469154896,3.730921069237697,5.202927166059692,5.611592956236597,3.564105512498519,2.8507990965987338,2.813475395353544,3.102271261417081,5.992891342297167,3.916882994903912,2.568483676995632,4.163068842046325,3.0560685697796286,3.186893428728092,2.376711163868205,1.172905465255201,1.8221060151406936,3.079284382944989,3.0952808235747127,2.611887231491341,3.194743037352826,4.705195311193622
39.114332170665904,2.8379134424925336,4.542410515977453,3.8860303448741,3.5896896648586147,4.319628368989184,3.9909994476393824,2.3231086214790206,3.273661243163141,2.9599619530596573,2.347482343065188,3.078923827090224,3.401983487592401,5.207911262548622,2.5385960813738127,4.151237063212506,3.881435468240421,2.600797602200484,2.1963978095385075,4.135396855010936,4.523841399977697,4.931093778379004,3.254403669015681,3.274688720072235,3.4599297897150407,1.9005445430975088,3.140602013840633,3.738316058248917,4.077059992092872,1.718080435285298,4.636423467586706,3.4018462382090027,3.579051209578853,2.1934591311886305,2.5970136737049714,3.5768243654225875,4.508890430472273,1.9624091990435195,2.352367049190021,4.703515616068329
39.15642455954776,2.2739649208208963,4.706693383274874,2.8619168829417574,5.151674615041973,3.621972131884715,4.041715976570858,3.1663679852041566,2.229344057001358,2.992546447328732,3.380831108435036,3.149890997296646,2.492288215898682,2.421476223935098,4.415958382607893,3.081135654495198,2.6798734626998235,1.741278023749916,1.709468244193172,2.7465358399706896,3.4946488405426788,4.162055862837099,3.3058454543570672,2.5137952750781096,2.200846724846381,4.831739724590207,3.0011707456147176,3.632261928463584,4.370147990408232,2.7905607808918136,2.1494341100519945,3.1498868815863004,1.9806109015717224,1.0724930804888455,2.40527689405294,4.26789998764739,2.711953273581852,3.3029632621740843,3.68790233915712,5.623612522425208
39.162243193936845,4.418163607292616,2.9362653638544938,2.791876516883171,4.153607187858803,4.730392575661552,3.446871440454808,3.12722314422521,4.34514627857042,2.3316476029650115,3.1794422382727703,3.098181833004977,2.6536845895741816,4.586766491811037,4.8524672044859365,2.7139194014665105,3.124600399731288,2.724797291139718,1.8301121511148184,4.634736405407235,3.968969094593093,4.865258530458293,3.617530415515584,2.910414104648999,1.9229969131826856,3.623447289965284,3.962937548264268,3.4526642082205274,4.359543444223291,2.0995782259355678,1.9220722580383744,2.70359347397856,2.464911995890932,1.9842794055886277,2.6177566755469357,2.672127848994958,3.3215588539885967,2.815521053836888,2.8421200003434874,4.547405047219264
39.21576894164355,2.867961859309475,3.358252104435462,3.4189536324634777,3.847893419514736,3.812393961757189,3.0408270287428505,2.4618700700061718,3.558992341860362,2.459456333703801,2.655492025211604,2.8784220187385783,2.861580656515218,3.392054025677924,1.8583714983238728,2.202109528485443,2.8403341129275104,2.489003948696724,1.8097505603800408,4.416203778068657,4.509596009128953,5.059930188307594,3.5328209649216986,2.5341911077102544,2.7075955514173358,3.977834132980682,1.844693352840844,3.7554464921958015,3.83502286138208,2.9413898655724604,3.078293900384234,2.757426910144932,3.0590470640101697,2.0448658588350987,2.3861073545053726,4.061700698037771,2.169667512241612,3.522722522794384,3.3371157775325506,5.147195356669249
